Продукт,Калорийность,Белки,Жиры,Углеводы
Мадлен с Шоколадом [Ашан],420 кКал,6 г,"22,2 г","51,1 г"
Майонез Bio [Ашан],733 кКал,"1,3 г",80 г,"1,9 г"
Майонез с Перепелиным Яйцом [Ашан],610 кКал,"0,5 г",67 г,"0,1 г"
Майонезный Соус [Ашан],241 кКал,"0,4 г",25 г,"3,6 г"
Макаронсы [Ашан],466 кКал,"6,8 г",15 г,75 г
Макароны [Ашан],340 кКал,10 г,1 г,72 г
Макароны Бантики [Ашан],324 кКал,12 г,1 г,67 г
Макароны Колокольчики [Ашан],320 кКал,10 г,1 г,67 г
Макароны Перья [Ашан],340 кКал,11 г,"1,5 г",71 г
Макароны по-Флотски [Ашан],199 кКал,"7,5 г",9 г,22 г
Макароны Пружинки [Ашан],324 кКал,12 г,1 г,67 г
Макароны Ракушки [Ашан],340 кКал,"10,5 г",1 г,72 г
Макароны Фузилли [Ашан],343 кКал,13 г,"1,9 г",65 г
Макароны Цветные [Ашан],334 кКал,"10,4 г","1,1 г","71,5 г"
Макарунс Клубника [Ашан],265 кКал,"9,4 г","1,2 г","50,5 г"
Малина Замороженная [Ашан],40 кКал,1 г,"0,5 г","8,5 г"
Мандарин [Ашан],33 кКал,"0,8 г","0,2 г","7,5 г"
Манная Крупа [Ашан],360 кКал,11 г,1 г,76 г
Манты [Ашан],132 кКал,11 г,5 г,11 г
Манты с Мясом [Ашан],205 кКал,"9,4 г","10,6 г",18 г
Маринад Азиатский [Ашан],110 кКал,4 г,"1,5 г",19 г
Маринад Горчичный [Ашан],220 кКал,"1,5 г",18 г,14 г
Маринад Кавказский [Ашан],"79,8 кКал","1,5 г","0,2 г",18 г
Мармелад [Ашан],330 кКал,"6,3 г","0,2 г",75 г
Мармелад с Цедрой Апельсина и Померанцем [Ашан],249 кКал,"0,5 г","0,5 г","60,2 г"
Мармелад Фруктово-Ягодный [Ашан],300 кКал,0 г,0 г,76 г
Марципан [Ашан],418 кКал,"3,6 г","10,7 г","75,7 г"
Марципан Темный Шоколад [Ашан],464 кКал,"5,5 г","24,8 г","54,7 г"
Маскарпоне [Ашан],408 кКал,"3,5 г","40,8 г","6,7 г"
Маскарпоне Сыр Шоколадный [Ашан],243 кКал,4 г,14 г,"25,4 г"
Маслины без Косточек [Ашан],146 кКал,"0,6 г","15,4 г","0,1 г"
Маслины с Косточкой [Ашан],106 кКал,"0,4 г","10,8 г","0,1 г"
Масло Сливочное [Ашан],748 кКал,"0,6 г","82,5 г","0,8 г"
Масляная Х/К [Ашан],113 кКал,19 г,4 г,0 г
Маффин [Ашан],397 кКал,"4,7 г","18,6 г","40,4 г"
Маффин с Вишней [Ашан],472 кКал,"5,8 г","27,4 г","52,4 г"
Маффин с Изюмом [Ашан],360 кКал,"4,9 г","31,4 г",40 г
Маффин с Карамелью [Ашан],467 кКал,7 г,29 г,"42,6 г"
Маффин с Чёрной Смородиной [Ашан],332 кКал,"4,6 г","16,6 г","41,6 г"
Маффин Черничный [Ашан],428 кКал,"5,2 г",23 г,50 г
Маффин Шоколадный [Ашан],410 кКал,"5,5 г",22 г,"47,5 г"
Медальон из Лосося [Ашан],185 кКал,20 г,11 г,0 г
Медальоны из Семги [Ашан],160 кКал,20 г,11 г,0 г
Мексиканская Смесь [Ашан],48 кКал,"3,2 г",0 г,"8,7 г"
Меренги [Ашан],410 кКал,"13,7 г","4,1 г","63,8 г"
Меренги Витые [Ашан],399 кКал,"4,1 г",0 г,"95,6 г"
Меренги Витые Весовой [Ашан],356 кКал,"2,5 г",0 г,"89,8 г"
Меренги Цветные [Ашан],316 кКал,"1,6 г","15,5 г","42,4 г"
Мидии [Ашан],74 кКал,"13,1 г","2,4 г",0 г
Мидии в Рассоле [Ашан],45 кКал,8 г,1 г,1 г
Микс Овощей [Ашан],25 кКал,"1,3 г","0,1 г","4,7 г"
Миндаль в Белой Глазури [Ашан],579 кКал,"5,4 г","23,4 г","41,8 г"
Миндаль в Шоколадной Глазури [Ашан],570 кКал,"7,5 г",39 г,47 г
Миндаль Жареный [Ашан],614 кКал,19 г,54 г,13 г
Миндаль Жареный со Специями [Ашан],591 кКал,"18,1 г","51,2 г","14,5 г"
Миндаль Лепестки [Ашан],680 кКал,26 г,60 г,"9,5 г"
Миндаль Очищенный Небланшированный [Ашан],613 кКал,21 г,49 г,22 г
Миндаль Сушеный [Ашан],630 кКал,18 г,54 г,17 г
Миндаль Сушеный Эконом [Ашан],610 кКал,19 г,54 г,13 г
Миндаль Эконом [Ашан],630 кКал,18 г,54 г,17 г
Миндальная Мука [Ашан],611 кКал,24 г,53 г,"5,5 г"
Миндальное Молоко [Ашан],64 кКал,"1,7 г","4,1 г","4,9 г"
Миндальный Рогалик [Ашан],446 кКал,5 г,17 г,"68,7 г"
Мини Палочки из Слоеного Теста с Сыром [Ашан],490 кКал,13 г,23 г,56 г
Мини Сушки с Солью [Ашан],367 кКал,"10,1 г","4,7 г",71 г
Мини-Багет [Ашан],260 кКал,"8,2 г","0,9 г","54,9 г"
Мини-Багет 8 Злаков [Ашан],277 кКал,"13,9 г","5,3 г","43,7 г"
Мини-Багет Гречневый [Ашан],321 кКал,7 г,13 г,43 г
Мини-Багет Гурман [Ашан],240 кКал,"8,5 г",1 г,49 г
Мини-Багет Дарк [Ашан],268 кКал,"8,3 г","2,2 г","52,4 г"
Мини-Багет по-Деревенски [Ашан],259 кКал,"8,8 г","1,1 г","52,5 г"
Мини-Багет Ржаной [Ашан],210 кКал,7 г,"1,2 г","45,8 г"
Мини-Багет с Луком [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Мини-Багет с Сыром [Ашан],260 кКал,"8,2 г","0,9 г","54,9 г"
Мини-Багет со Злаками [Ашан],237 кКал,"9,8 г","3,4 г","41,8 г"
Мини-Бантики Сливочные с Сыром [Ашан],500 кКал,11 г,27 г,52 г
Мини-Гренки 7 Злаков БИО [Ашан],403 кКал,"10,5 г","7,9 г",70 г
Мозги Говяжьи [Ашан],124 кКал,"11,7 г","8,6 г",0 г
"Молоко 0,5% [Ашан]",35 кКал,"3,1 г","0,5 г","4,7 г"
"Молоко 1,5% [Ашан]",45 кКал,"3,1 г","1,5 г","4,7 г"
"Молоко 2,5% [Ашан]",55 кКал,"3,1 г","2,5 г","4,7 г"
"Молоко 3,2% [Ашан]",60 кКал,3 г,"3,2 г","4,7 г"
"Молоко 3,2% [Ашан]",60 кКал,"3,1 г","3,2 г","4,7 г"
Молоко Отборное [Ашан],62 кКал,"3,1 г","3,4 г","4,7 г"
Молоко Топленое [Ашан],67 кКал,"3,1 г",4 г,"4,7 г"
Молоко Цельное Сгущенное [Ашан],329 кКал,"7,2 г","8,5 г",56 г
Молочный Коктейль со Вкусом Земляники [Ашан],78 кКал,"2,8 г","3,2 г","9,5 г"
Молочный Коктейль со Вкусом Мятного Пряника [Ашан],78 кКал,"2,8 г","3,2 г","9,5 г"
Морковные Палочки [Ашан],51 кКал,"1,9 г","0,1 г","10,6 г"
Морковь по-Корейски [Ашан],102 кКал,"1,2 г",7 г,"8,6 г"
Морковь Сушеная [Ашан],221 кКал,"7,8 г","0,6 г","49,2 г"
Морковь Экстра-Тонкая Консервированная [Ашан],25 кКал,"0,6 г","0,3 г","4,1 г"
Мороженое [Ашан],180 кКал,"2,7 г",10 г,19 г
Мороженое Пломбир Крем-Брюле в Вафельном Стаканчике [Ашан],210 кКал,"3,5 г","11,5 г",24 г
Мороженое Пломбир с Ароматом Фисташки в Вафельном Рожке [Ашан],290 кКал,"3,5 г",16 г,34 г
Мороженое Пломбир Шоколадный с Кусочками Шоколада [Ашан],220 кКал,3 г,"12,5 г","23,5 г"
Мороженое Эскимо Сливочное с Кокосовым Молоком в Белом Шоколаде [Ашан],335 кКал,"3,4 г","23,2 г","28,1 г"
Морс Облепиховый [Ашан],40 кКал,"0,1 г","0,1 г","9,5 г"
Морс Ягодный Замороженные Ягоды Клюква и Смородина [Ашан],25 кКал,"0,5 г","0,2 г","5,5 г"
Морская Капуста [Ашан],61 кКал,1 г,5 г,3 г
Морская Капуста Сахалинская [Ашан],69 кКал,1 г,5 г,5 г
Морской Коктейль [Ашан],88 кКал,"17,3 г","1,2 г",2 г
Морской Коктейль с/М [Ашан],81 кКал,"16,2 г","3,5 г",0 г
Моцарелла [Ашан],225 кКал,17 г,17 г,1 г
Моцарелла 42% [Ашан],341 кКал,"26,5 г","25,7 г","0,9 г"
Моцарелла Mauri [Ашан],268 кКал,"23,7 г","21,2 г",0 г
Моцарелла Zuger [Ашан],307 кКал,"27,8 г","21,5 г",1 г
Моцарелла Шарик [Ашан],245 кКал,"20,3 г","18,2 г",0 г
Мраморная Говядина [Ашан],180 кКал,18 г,12 г,0 г
Мраморная Чечевица [Ашан],360 кКал,28 г,2 г,58 г
Мусс Йогуртовый Клубника [Ашан],120 кКал,"3,5 г","1,5 г",22 г
Мюсли 3 Шоколада [Ашан],446 кКал,"8,6 г",14 г,69 г
Мюсли 4 Злака [Ашан],318 кКал,"11,4 г","2,6 г","62,2 г"
Мюсли 7 Фруктов [Ашан],439 кКал,"7,1 г","15,3 г","64,8 г"
Мюсли Crousty с Орехами [Ашан],467 кКал,"9,8 г",20 г,60 г
Мюсли Батончик [Ашан],388 кКал,"5,2 г","8,9 г","71,8 г"
Мюсли Вишневый Букет [Ашан],370 кКал,14 г,4 г,70 г
Мюсли с Киноа и Шоколадом [Ашан],442 кКал,"9,4 г",15 г,63 г
Мюсли с Семенами Льна и Семечками Тыквы [Ашан],449 кКал,"12,4 г","12,4 г",68 г
Мюсли Четыре Злака [Ашан],318 кКал,"11,4 г","2,6 г","62,2 г"
Мюсли Ягодное Ассорти [Ашан],317 кКал,9 г,"2,9 г","63,7 г"
Мякоть Бедра Телятины [Ашан],100 кКал,"19,5 г","2,5 г",0 г
Мясной Терин [Ашан],270 кКал,12 г,25 г,0 г
Мясные Зразы с Яйцом [Ашан],250 кКал,"14,5 г","17,6 г",6 г
Мясо для Фарша [Ашан],280 кКал,15 г,20 г,0 г
Мясо Мидий [Ашан],172 кКал,23 г,7 г,4 г
Мяфли [Ашан],470 кКал,"6,1 г","27,9 г","48,5 г"
Набор для Окрошки с Ветчиной [Ашан],270 кКал,"18,7 г",24 г,0 г
Набор для Первых Блюд [Ашан],190 кКал,11 г,16 г,0 г
Навага Жареная [Ашан],190 кКал,17 г,12 г,"3,6 г"
Наггетсы Тресковые [Ашан],130 кКал,13 г,2 г,14 г
Нагетсы [Ашан],240 кКал,11 г,12 г,22 г
Налим [Ашан],81 кКал,"18,8 г","0,6 г",0 г
Напиток Био с Рисом Натуральный [Ашан],57 кКал,"0,1 г","1,3 г","11,2 г"
Напиток из Овса [Ашан],43 кКал,"0,5 г","1,2 г","7,2 г"
Напиток со Вкусом Миндаля [Ашан],64 кКал,"1,7 г","4,1 г","4,9 г"
Напиток Соевый БИО [Ашан],51 кКал,"3,7 г","2,1 г",4 г
Напиток Шоколадный Соевый Био [Ашан],76 кКал,"3,7 г","2,1 г","10,1 г"
Нектар Грейпфрут [Ашан],40 кКал,0 г,0 г,10 г
Неро Чёрный Рис [Ашан],260 кКал,"6,5 г","2,5 г",52 г
Ноги Говяжьи [Ашан],159 кКал,25 г,"6,6 г",0 г
Нут [Ашан],390 кКал,20 г,5 г,66 г
Нут Натуральный [Ашан],195 кКал,"9,5 г",3 г,32 г
Облепиха Замороженные Ягоды [Ашан],75 кКал,1 г,"5,5 г","5,5 г"
Овощи Гриль [Ашан],77 кКал,1 г,"5,4 г","6,3 г"
Овощи для Жарки с Шампиньонами [Ашан],62 кКал,"5,2 г","3,2 г","3,1 г"
Овощи на Гриле [Ашан],195 кКал,7 г,17 г,"2,9 г"
Овощи Паровые [Ашан],35 кКал,"1,4 г","0,4 г","6,5 г"
Овощи Припущенные [Ашан],145 кКал,"1,9 г",1 г,"9,3 г"
Овощи Стир-Фрай [Ашан],92 кКал,"2,3 г","4,8 г","9,8 г"
Овощная Смесь [Ашан],41 кКал,"2,4 г","0,1 г","8,1 г"
Овощная Смесь Министроне [Ашан],40 кКал,"0,8 г",0 г,"5,3 г"
Овощное Ассорти [Ашан],37 кКал,"1,5 г","0,2 г",7 г
Овощное Рагу [Ашан],25 кКал,1 г,"0,2 г",5 г
Овощной Суп [Ашан],35 кКал,3 г,"0,2 г","5,5 г"
Овсяная Каша Апельсин и Персик [Ашан],70 кКал,1 г,"0,4 г",15 г
Овсяная Каша на Сливках [Ашан],100 кКал,2 г,4 г,14 г
Овсяная Каша с Бананом на Сливках [Ашан],90 кКал,"1,5 г","3,5 г",13 г
Овсяная Каша с Клубникой [Ашан],351 кКал,"10,3 г","5,3 г","65,6 г"
Овсяное Печенье на Фруктозе [Ашан],376 кКал,"9,2 г","9,6 г","54,5 г"
Огурец [Ашан],15 кКал,"0,8 г","0,1 г","2,8 г"
Окорок Свиной [Ашан],212 кКал,17 г,16 г,0 г
Окорочка Куриные [Ашан],161 кКал,"16,4 г","10,7 г","0,1 г"
Окорочка Куриные Гриль [Ашан],153 кКал,18 г,9 г,"0,5 г"
Окрошка Овощная [Ашан],75 кКал,3 г,3 г,9 г
Окунь г/К [Ашан],151 кКал,22 г,7 г,0 г
Оладьи из Печени [Ашан],153 кКал,"18,3 г","4,5 г","9,7 г"
Оладьи из Тыквы [Ашан],150 кКал,5 г,"3,3 г","23,5 г"
Оладьи из Цуккини [Ашан],131 кКал,"3,7 г","6,5 г","14,5 г"
Оладьи Печеночные [Ашан],235 кКал,"17,8 г","13,9 г","9,7 г"
Оладьи Яблоко и Корица [Ашан],310 кКал,"6,8 г","14,6 г",38 г
Оливки [Ашан],172 кКал,1 г,18 г,0 г
Оливковое Масло [Ашан],900 кКал,0 г,100 г,0 г
Оливье [Ашан],151 кКал,"4,2 г","12,5 г","5,5 г"
Оливье с Языком [Ашан],205 кКал,"3,6 г","17,5 г","8,2 г"
Омлет [Ашан],170 кКал,"10,4 г",13 г,"2,8 г"
Омлет Натуральный [Ашан],279 кКал,"12,9 г","19,3 г","13,4 г"
Омлет с Ветчиной [Ашан],363 кКал,"7,4 г","36,6 г",1 г
Омлет с Сыром [Ашан],80 кКал,"1,7 г","4,8 г","7,4 г"
Орех Кедровый [Ашан],670 кКал,12 г,61 г,19 г
Орех Фундук Жареный [Ашан],680 кКал,15 г,65 г,"9,5 г"
Орех Фундук Сушеный [Ашан],679 кКал,"12,6 г","62,4 г","13,7 г"
Отбивная [Ашан],110 кКал,18 г,3 г,2 г
Отбивная Куриная [Ашан],141 кКал,23 г,"3,8 г","2,6 г"
Отруби Хрустящие Ржаные [Ашан],221 кКал,"13,2 г","3,2 г",35 г
Павэ Гурман Хлеб [Ашан],230 кКал,8 г,1 г,48 г
Палочки и Брецели Био [Ашан],379 кКал,"11,3 г","2,8 г","77,2 г"
Палочки из Моркови и Сельдерея [Ашан],25 кКал,"0,8 г",0 г,"5,5 г"
Палочки Лососевые [Ашан],134 кКал,20 г,6 г,0 г
Палочки Сырные [Ашан],235 кКал,"13,5 г","26,1 г","34,3 г"
Палтус Горячего Копчения [Ашан],282 кКал,21 г,22 г,0 г
Палтус Холодного Копчения [Ашан],134 кКал,"20,5 г","5,8 г",0 г
Пампушка с Чесноком [Ашан],360 кКал,7 г,16 г,46 г
Пампушка Чесночная [Ашан],330 кКал,"8,3 г",14 г,43 г
Пангасиус Филе без Кожи [Ашан],196 кКал,"12,8 г","16,1 г",0 г
Папайя Сушеная [Ашан],400 кКал,"2,4 г",11 г,72 г
Пармезан Гойя [Ашан],368 кКал,30 г,27 г,"1,2 г"
Пармезан Шонфель [Ашан],366 кКал,33 г,26 г,0 г
Паста Болоньезе [Ашан],122 кКал,"5,9 г","3,9 г",16 г
Паста Карбонара [Ашан],149 кКал,"3,6 г","8,1 г","15,4 г"
"Паста Творожная 15,5% [Ашан]",220 кКал,13 г,"15,5 г","11,8 г"
Паста Творожная с Изюмом [Ашан],247 кКал,11 г,15 г,17 г
Пастила с Ванильно-Сливочным Ароматом [Ашан],340 кКал,"0,5 г",0 г,84 г
Пастила со Вкусом Ванили [Ашан],310 кКал,1 г,0 г,"76,6 г"
Пастила со Вкусом Яблока [Ашан],304 кКал,"0,5 г",0 г,"79,6 г"
Паштель Де Ната [Ашан],272 кКал,"4,1 г","11,9 г","36,8 г"
Паштет из Печени и Икры Трески [Ашан],410 кКал,"9,5 г",39 г,"5,5 г"
Паштет Нежный Брюссе [Ашан],285 кКал,13 г,23 г,6 г
Паштет с Яблоками [Ашан],309 кКал,12 г,26 г,7 г
Паштет Утиный с Апельсинами [Ашан],286 кКал,12 г,23 г,7 г
Пекинская Капуста [Ашан],12 кКал,"1,2 г","0,2 г","3,2 г"
Пельмени Говяжьи [Ашан],280 кКал,9 г,15 г,26 г
Пельмени Классические [Ашан],330 кКал,11 г,21 г,25 г
Пенне из Цельной Пшеницы [Ашан],360 кКал,"12,5 г",2 г,70 г
Перец Грунтовой [Ашан],23 кКал,"1,3 г",0 г,"4,7 г"
Перец Рамиро [Ашан],30 кКал,"1,3 г","0,1 г","5,2 г"
Перец Фаршированный [Ашан],280 кКал,7 г,"25,5 г","3,5 г"
Перловка с Овощами [Ашан],119 кКал,"2,4 г","4,7 г","18,3 г"
Персик Свежий [Ашан],46 кКал,"0,9 г","0,1 г","11,3 г"
Персик Сушеный [Ашан],250 кКал,3 г,"0,4 г",58 г
Песочное Печенье-Сердечки с Карамелью и Яблоками [Ашан],497 кКал,"5,5 г",23 г,66 г
Печеночный Торт [Ашан],196 кКал,"8,6 г","13,3 г","10,4 г"
Печень Говяжья [Ашан],127 кКал,"17,9 г","3,7 г",0 г
Печень Жареная [Ашан],202 кКал,"22,8 г","10,2 г","3,8 г"
Печень Жареная с Луком [Ашан],135 кКал,"19,6 г",4 г,"5,1 г"
Печень Свиная [Ашан],109 кКал,"18,8 г","3,8 г",0 г
Печень Трески [Ашан],610 кКал,4 г,66 г,0 г
"Печенье ""Американер"" с Изюмом [Ашан]",380 кКал,"4,3 г","8,9 г","72,6 г"
Печенье «Капучино» с Миндалем и Чёрным Шоколадом [Ашан],562 кКал,"8,5 г",36 г,49 г
Печенье [Ашан],430 кКал,"4,5 г",15 г,69 г
Печенье Американер [Ашан],385 кКал,"4,9 г","10,3 г","69,5 г"
Печенье Американер с Кокосом [Ашан],456 кКал,"5,4 г",22 г,"60,2 г"
Печенье Берлинское [Ашан],478 кКал,"6,9 г","31,8 г","43,2 г"
Печенье Венеция [Ашан],463 кКал,"3,7 г","24,1 г","56,2 г"
Печенье Вупи [Ашан],400 кКал,"4,4 г","19,6 г","42,7 г"
Печенье Гармония [Ашан],463 кКал,"24,1 г","24,1 г","56,2 г"
Печенье Голландское Зерновое [Ашан],456 кКал,8 г,"27,3 г","41,3 г"
Печенье Грибное Лукошко [Ашан],503 кКал,"6,4 г","20,7 г","48,8 г"
Печенье Датское [Ашан],344 кКал,"11,1 г","10,3 г","52,3 г"
Печенье Затяжное с Семенами Подсолнечника [Ашан],473 кКал,"10,9 г","21,3 г","59,5 г"
Печенье Земляничное [Ашан],427 кКал,"7,4 г","13,6 г","68,7 г"
Печенье Злаковое [Ашан],390 кКал,6 г,13 г,68 г
Печенье Изюминка [Ашан],509 кКал,"6,1 г","20,7 г","69,4 г"
Печенье Имбирное [Ашан],310 кКал,7 г,19 г,"30,6 г"
Печенье Каприз [Ашан],462 кКал,"7,6 г","18,5 г","59,8 г"
Печенье Кокосовое [Ашан],450 кКал,"5,6 г","24,1 г","46,3 г"
Печенье Кокосовое в Шоколаде [Ашан],432 кКал,"6,8 г","10,2 г","78,8 г"
Печенье Кольцо [Ашан],475 кКал,"6,6 г","24,5 г","63,5 г"
Печенье Курабье [Ашан],515 кКал,6 г,"19,8 г","56,1 г"
Печенье Ломтик с Творожной Крошкой [Ашан],410 кКал,6 г,16 г,60 г
Печенье Марабу [Ашан],470 кКал,"8,5 г","23,5 г",62 г
Печенье Мария [Ашан],441 кКал,"9,3 г","8,3 г","74,2 г"
Печенье Маркиз [Ашан],392 кКал,"4,9 г","10,1 г",69 г
Печенье Мерибель [Ашан],450 кКал,9 г,"16,5 г","68,5 г"
Печенье Миндальное [Ашан],367 кКал,"4,4 г","6,6 г","72,6 г"
Печенье Моншер [Ашан],392 кКал,5 г,10 г,69 г
Печенье Мультизлаковое [Ашан],540 кКал,12 г,36 г,42 г
Печенье Наяда [Ашан],480 кКал,"4,9 г","10,1 г","59,1 г"
Печенье Нежность [Ашан],437 кКал,7 г,17 г,61 г
Печенье Овсяное [Ашан],430 кКал,"6,1 г","15,2 г","66,9 г"
Печенье Овсяное Злаковое [Ашан],420 кКал,"6,5 г",16 г,63 г
Печенье Овсяное Лимак на Фруктозе [Ашан],341 кКал,"9,2 г","9,6 г","54,5 г"
Печенье Овсяное Царская Коллекция [Ашан],443 кКал,"5,5 г","14,6 г","48,4 г"
Печенье Райское Наслаждение [Ашан],493 кКал,"6,6 г","32,6 г","51,7 г"
Печенье с Молоком и Кусочками Шоколада [Ашан],236 кКал,"3,5 г","9,5 г",33 г
Печенье с Начинкой Малина [Ашан],178 кКал,"6,4 г","4,9 г",27 г
Печенье с Плиткой Молочного Шоколада [Ашан],496 кКал,"6,8 г","22,8 г",65 г
Печенье Сдобное Фитнес [Ашан],510 кКал,"7,6 г","29,5 г","52,8 г"
Печенье Секрет [Ашан],405 кКал,"6,5 г",10 г,72 г
Печенье Славянское [Ашан],420 кКал,"6,5 г",11 г,83 г
Печенье Сливочное [Ашан],449 кКал,"8,2 г","14,5 г","71,4 г"
Печенье Сливочное Petit Beurre [Ашан],454 кКал,"8,1 г","14,4 г","71,4 г"
Печенье Сливочное БИО [Ашан],454 кКал,8 г,13 г,75 г
Печенье Сметанное [Ашан],457 кКал,"6,9 г","23,3 г","55,6 г"
Печенье со Злаками [Ашан],311 кКал,"6,3 г",14 г,"39,4 г"
Печенье Сэндвич Bang-Bang [Ашан],430 кКал,6 г,26 г,61 г
Печенье Творожное [Ашан],420 кКал,"7,5 г",16 г,61 г
Печенье Творожное с Изюмом [Ашан],390 кКал,8 г,16 г,53 г
Печенье Топленое Молоко [Ашан],427 кКал,"7,4 г","13,6 г","68,7 г"
Печенье Ушки с Сахаром [Ашан],396 кКал,"7,6 г","14,3 г","59,4 г"
Печенье Фитнес [Ашан],510 кКал,"7,6 г","29,5 г","52,8 г"
Печенье Флорентийское [Ашан],561 кКал,11 г,35 г,49 г
Печенье Фракия [Ашан],460 кКал,"7,5 г","20,5 г","63,5 г"
Печенье Хрустяшка [Ашан],485 кКал,"4,3 г","18,3 г","51,3 г"
Печенье Царское [Ашан],468 кКал,6 г,16 г,66 г
Печенье Шутка [Ашан],404 кКал,"4,8 г","18,5 г","40,4 г"
Печенье Экстра [Ашан],480 кКал,6 г,27 г,52 г
Пилаф Говядина с Булгуром и Сладким Перцем [Ашан],165 кКал,"10,5 г",9 г,"10,5 г"
"Пирог ""Генриетта"" с Творогом [Ашан]",351 кКал,"8,4 г","17,3 г","40,4 г"
Пирог Венский [Ашан],189 кКал,"5,2 г","4,3 г","39,8 г"
Пирог Домашний с Капустой [Ашан],245 кКал,6 г,"10,3 г","31,7 г"
Пирог Домашний с Творогом [Ашан],346 кКал,"10,4 г","13,4 г","45,8 г"
Пирог Дрожжевой Ватрушка [Ашан],266 кКал,"9,4 г","8,1 г",39 г
Пирог Дрожжевой с Вишней [Ашан],292 кКал,"6,9 г","6,4 г","51,6 г"
Пирог Осетинский с Сыром [Ашан],182 кКал,11 г,15 г,23 г
Пирог Открытый Мясной с Грибами [Ашан],294 кКал,6 г,"3,3 г","59,7 г"
Пирог Открытый с Курой и Грибами [Ашан],345 кКал,7 г,"4,6 г","67,7 г"
Пирог Открытый Фруктовый [Ашан],257 кКал,"5,4 г","3,3 г","51,3 г"
Пирог с Вишней [Ашан],283 кКал,4 г,12 г,42 г
Пирог с Картофелем и Грибами [Ашан],257 кКал,"6,9 г",9 г,37 г
Пирог с Мясом [Ашан],287 кКал,12 г,"11,6 г","33,8 г"
Пирог с Черникой [Ашан],218 кКал,7 г,7 г,32 г
Пирог с Яблоком [Ашан],245 кКал,"5,8 г","5,4 г","43,2 г"
Пирог Шагане [Ашан],420 кКал,"5,6 г","19,2 г","56,1 г"
Пирог Шарлотка [Ашан],283 кКал,4 г,12 г,42 г
Пирожки с Клубникой [Ашан],285 кКал,"6,9 г","6,4 г","49,7 г"
Пирожки с Черникой [Ашан],286 кКал,"6,9 г","6,4 г",50 г
Пирожное Павлова [Ашан],390 кКал,12 г,33 г,85 г
Пирожок с Вишней [Ашан],252 кКал,8 г,4 г,46 г
Пирожок с Капустой [Ашан],177 кКал,5 г,5 г,31 г
Пирожок с Картофелем [Ашан],192 кКал,"4,8 г","8,8 г","30,2 г"
Пирожок с Мясом [Ашан],337 кКал,"14,3 г","13,8 г","38,9 г"
Пирожок с Творогом [Ашан],233 кКал,"12,7 г",5 г,"34,4 г"
Пирожок с Яйцом и Луком [Ашан],255 кКал,9 г,"7,5 г",38 г
Пицца 4 Сыра [Ашан],267 кКал,11 г,15 г,22 г
Пицца Regina [Ашан],226 кКал,"9,6 г",11 г,21 г
Плетенка с Кунжутом [Ашан],263 кКал,"7,5 г","2,9 г","50,5 г"
Плетенка с Маком [Ашан],263 кКал,"7,5 г","2,9 г","50,5 г"
Плов Овощной [Ашан],271 кКал,"9,6 г","5,2 г","68,1 г"
Плов с Говядиной [Ашан],180 кКал,5 г,"7,5 г",17 г
Плов с Курицей [Ашан],160 кКал,"5,5 г",7 г,18 г
Плов с Мясом Говядины [Ашан],175 кКал,"10,6 г","5,8 г","20,1 г"
Плов Тяхан Овощной [Ашан],155 кКал,3 г,"5,8 г","22,8 г"
Плов Тяхан с Курицей [Ашан],144 кКал,"5,9 г","4,8 г","19,4 г"
Пломбир Ваниль Бурбон [Ашан],270 кКал,"3,5 г",13 г,33 г
Пломбир Ванильный [Ашан],230 кКал,3 г,15 г,20 г
Пломбир Ванильный в Вафельном Стаканчике [Ашан],210 кКал,"3,5 г","11,5 г",23 г
Пломбир Вкус Клубника [Ашан],280 кКал,"3,5 г","12,5 г",38 г
Пломбир с Клубничным Джемом [Ашан],210 кКал,"2,5 г",11 г,25 г
Пломбир со Вкусом Клубники [Ашан],210 кКал,"2,5 г","9,5 г","27,5 г"
Пломбир Шоколадный [Ашан],210 кКал,"3,5 г","11,5 г",24 г
Пломбир Шоколадный в Вафельном Стаканчике [Ашан],210 кКал,"3,5 г","11,5 г",24 г
Плотва Вяленая [Ашан],105 кКал,15 г,"4,5 г",0 г
Плюшка Московская [Ашан],375 кКал,"9,1 г","10,4 г","63,4 г"
Плюшка с Джемом [Ашан],353 кКал,"6,9 г","7,8 г","63,8 г"
Подушечки Шоколадные [Ашан],457 кКал,"6,3 г","18,5 г",69 г
Полба [Ашан],350 кКал,12 г,2 г,72 г
Полента [Ашан],380 кКал,"7,5 г",4 г,78 г
Помело Сушеный [Ашан],339 кКал,"0,8 г","0,4 г","82,2 г"
Помидор [Ашан],20 кКал,"0,6 г","0,2 г","4,2 г"
Пончик [Ашан],323 кКал,"6,3 г","15,7 г","39,2 г"
Пончик с Банановой Начинкой [Ашан],345 кКал,"7,9 г","14,3 г","46,1 г"
Пончик с Карамельной Начинкой [Ашан],291 кКал,"6,3 г","11,4 г","40,9 г"
Пончик с Лесной Ягодой [Ашан],340 кКал,8 г,15 г,45 г
Пончик с Черничной Начинкой [Ашан],374 кКал,"8,7 г","18,8 г","42,3 г"
Пончик с Шоколадом [Ашан],470 кКал,8 г,25 г,53 г
Пончик Сливочный Крем [Ашан],345 кКал,"7,9 г","14,2 г","45,9 г"
Пончики Берлинские [Ашан],207 кКал,"9,2 г","10,2 г","19,7 г"
